year,month,day,title,links
1403,1,16,حمله به مقرهای نظامی چابهار، راسک و سرباز بلوچستان ایران به صورت تهاجمی، گسترده و بی‌سابقه توسط جیش العدل علیه نیروهای سپاه پاسداران.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جیش العدل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D8%B4%E2%80%8C%D8%A7%D9%84%D8%B9%D8%AF%D9%84'}, {'text': 'حمله به مقرهای نظامی چابهار، راسک و سرباز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1%D9%87%D8%A7%DB%8C_%D9%86%D8%B8%D8%A7%D9%85%DB%8C_%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1%D8%8C_%D8%B1%D8%A7%D8%B3%DA%A9_%D9%88_%D8%B3%D8%B1%D8%A8%D8%A7%D8%B2'}, {'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'چابهار', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1'}]"
1403,1,22,التهاب و تنش در خاورمیانه پس از تهدید اسرائیل از سوی علی خامنه‌ای خامنه‌ای این‌بار به جای کلمه انتقام سخت از واژه تنبیه سخت استفاده کرد. فرانسه و هند از شهروندان خود خواستند که از سفر به ایران و اسرائیل در پی تشدید تنش‌ها خودداری کنند.,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}, {'text': 'هند', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%AF'}]"
1403,1,22,شرکت لوفت‌هانزا، شرکت هواپیمایی اتریش و شرکت هواپیمایی استرالیایی کانتاس در پی تنش در منطقه پس از تهدید اسرائیل توسط خامنه‌ای همه پروازهای خود به ایران را لغو کرد.,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لوفت\u200cهانزا', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D9%88%D9%81%D8%AA%E2%80%8C%D9%87%D8%A7%D9%86%D8%B2%D8%A7'}]"
1403,1,25,توقیف کشتی ام‌اس‌سی آریس توسط ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'توقیف کشتی ام\u200cاس\u200cسی آریس توسط ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%82%DB%8C%D9%81_%DA%A9%D8%B4%D8%AA%DB%8C_%D8%A7%D9%85%E2%80%8C%D8%A7%D8%B3%E2%80%8C%D8%B3%DB%8C_%D8%A2%D8%B1%DB%8C%D8%B3_%D8%AA%D9%88%D8%B3%D8%B7_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1403,1,25,حمله هوایی ایران به اسرائیل,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1403,1,25,اداره فدرال هوانوردی آلمان به خطوط هوایی هشدار داد امکان سرنگونی در آسمان ایران وجود دارد و اشاره کرد سناریو حمله غیرعمدی با سلاح‌های ضدهوایی از سوی جمهوری اسلامی وجود دارد.,"[{'text': 'آلمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D9%85%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1403,1,26,اجرای عملیات وعده صادق توسط سپاه پاسداران با دستور علی خامنه‌ای و حسین سلامی,"[{'text': 'حسین سلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'عملیات وعده صادق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%88%D8%B9%D8%AF%D9%87_%D8%B5%D8%A7%D8%AF%D9%82'}]"
1403,1,31,حمله اسرائیل به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله اسرائیل به ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1403,2,12,درگیری میان هواداران زن پرسپولیس و هواداران مرد سپاهان,"[{'text': 'درگیری میان هواداران زن پرسپولیس و هواداران مرد سپاهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%D9%85%DB%8C%D8%A7%D9%86_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%B2%D9%86_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3_%D9%88_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D9%85%D8%B1%D8%AF_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86'}]"
1403,2,12,درگیری میان هواداران زن پرسپولیس و هواداران مرد سپاهان.,"[{'text': 'درگیری میان هواداران زن پرسپولیس و هواداران مرد سپاهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%D9%85%DB%8C%D8%A7%D9%86_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%B2%D9%86_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3_%D9%88_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D9%85%D8%B1%D8%AF_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86'}]"
1403,2,23,بازداشت صادق زیباکلام به اتهام نشر مطالب خلاف واقع و فعالیت تبلیغی علیه نظام جمهوری اسلامی ایران,"[{'text': 'صادق زیباکلام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%B2%DB%8C%D8%A8%D8%A7%DA%A9%D9%84%D8%A7%D9%85'}]"
1403,2,26,سیل مشهد,[]
1403,2,26,سیل ۱۴۰۳ مشهد,"[{'text': 'سیل ۱۴۰۳ مشهد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%84_%DB%B1%DB%B4%DB%B0%DB%B3_%D9%85%D8%B4%D9%87%D8%AF'}]"
1403,2,30,سانحه سقوط بالگرد در ورزقان,"[{'text': 'سانحه سقوط بالگرد در ورزقان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%B3%D9%82%D9%88%D8%B7_%D8%A8%D8%A7%D9%84%DA%AF%D8%B1%D8%AF_%D8%AF%D8%B1_%D9%88%D8%B1%D8%B2%D9%82%D8%A7%D9%86'}]"
1403,2,30,سانحه سقوط بالگرد حامل ابراهیم رئیسی و حسین امیرعبداللهیان در جنگلزمار میان ورزقان و جلفا,"[{'text': 'حسین امیرعبداللهیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%DB%8C%D8%A7%D9%86'}, {'text': 'ورزقان', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B1%D8%B2%D9%82%D8%A7%D9%86'}]"
1403,3,0,زمین‌لرزه ۱۴۰۳ کاشمر,"[{'text': 'زمین\u200cلرزه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86%E2%80%8C%D9%84%D8%B1%D8%B2%D9%87'}, {'text': 'زمین\u200cلرزه ۱۴۰۳ کاشمر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86%E2%80%8C%D9%84%D8%B1%D8%B2%D9%87_%DB%B1%DB%B4%DB%B0%DB%B3_%DA%A9%D8%A7%D8%B4%D9%85%D8%B1'}, {'text': 'کاشمر', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B4%D9%85%D8%B1'}]"
1403,3,17,رقابت ۱۷ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۶ (آسیا) و مرحله مقدماتی جام ملت‌های آسیا ۲۰۲۷,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۷ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1403,3,22,رقابت ۲۲ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال ازبکستان در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۶ آسیا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۲ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1403,3,24,آغاز جام ملت‌های اروپا ۲۰۲۴ به میزبانی آلمان.,"[{'text': 'آلمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D9%85%D8%A7%D9%86'}, {'text': 'جام ملت\u200cهای اروپا ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B1%D9%88%D9%BE%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B4'}]"
1403,3,26,حمید نوری درجریان تبادل زندانی با سوئد آزاد و به ایران بازگشت. نخست‌وزیر سوئد اعلام کرد یوهان فلودرس و سعید عزیزی در جریان تبادل زندانی آزاد شدند. دولت عمان میانجیگری برای تبادل زندانیان را انجام داد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تبادل زندانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%A7%D8%AF%D9%84_%D8%B2%D9%86%D8%AF%D8%A7%D9%86%DB%8C'}]"
1403,3,27,ریزش معدن شازند و جان‌باختن دو کارگر,[]
1403,3,29,زمین‌لرزه کاشمر,[]
1403,3,29,آتش‌سوزی بیمارستان قائم رشت,"[{'text': 'آتش\u200cسوزی بیمارستان قائم رشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%D9%82%D8%A7%D8%A6%D9%85_%D8%B1%D8%B4%D8%AA'}]"
1403,3,30,لیست گذاری سپاه پاسداران انقلاب اسلامی به عنوان گروه تروریستی در کانادا,"[{'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'سپاه پاسداران انقلاب اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1403,4,0,۲۵ تیر قهرمانی تیم ملی فوتبال اسپانیا با نتیجه ۲ بر ۱ در مقابل تیم ملی فوتبال انگلستان در جام ملت‌های اروپا ۲۰۲۴,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'تیم ملی فوتبال اسپانیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%D8%B3%D9%BE%D8%A7%D9%86%DB%8C%D8%A7'}, {'text': 'تیم ملی فوتبال انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'جام ملت\u200cهای اروپا ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B1%D9%88%D9%BE%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B4'}, {'text': 'فوتبال', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84'}, {'text': '۲۵ تیر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B5_%D8%AA%DB%8C%D8%B1'}]"
1403,4,0,در مرحله نهایی کوپا آمریکا ۲۰۲۴ که جنجال زیادی داشت قبل از شروع بازی و تأخیر ۱:۳۰ ساعته بازی تیم ملی فوتبال آرژانتین ۱ بر ۰ تیم ملی فوتبال کلمبیا را شکست داد و قهرمان این مسابقات شد,"[{'text': 'آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'تیم ملی فوتبال آرژانتین', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A2%D8%B1%DA%98%D8%A7%D9%86%D8%AA%DB%8C%D9%86'}, {'text': 'تیم ملی فوتبال کلمبیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%DA%A9%D9%84%D9%85%D8%A8%DB%8C%D8%A7'}, {'text': 'فوتبال', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84'}, {'text': 'کوپا آمریکا ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D9%BE%D8%A7_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B4'}]"
1403,4,8,برگزاری دوره نخست چهاردهمین انتخابات ریاست‌جمهوری ایران,[]
1403,4,8,برگزاری دور اول انتخابات زود هنگام ریاست جمهوری ایران که سعید جلیلی و مسعود پزشکیان اکثریت آرا را بدست آوردند و به دور دوم رفتند(۱۵تیرماه),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'سعید جلیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%AC%D9%84%DB%8C%D9%84%DB%8C'}, {'text': 'مسعود پزشکیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C%D8%A7%D9%86'}]"
1403,4,15,برگزاری دوره دوم چهاردهمین انتخابات ریاست‌جمهوری ایران,[]
1403,4,15,برگزاری دور دوم انتخابات زود هنگام ریاست جمهوری ایران و پیروزی مسعود پزشکیان,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'مسعود پزشکیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C%D8%A7%D9%86'}]"
1403,4,16,مسعود پزشکیان برنده چهاردهمین انتخابات ریاست جمهوری شد,[]
1403,4,17,حادثه ۱۷ تیر ناوچه سهند کلاس موج,"[{'text': '۷ تیر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%AA%DB%8C%D8%B1'}]"
1403,4,19,غرق شدن ناوچه سهند کلاس موج,"[{'text': 'هند', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%AF'}]"
1403,4,23,ترور نافرجام دونالد ترامپ در باتلر پنسیلوانیا,"[{'text': 'دونالد ترامپ', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%86%D8%A7%D9%84%D8%AF_%D8%AA%D8%B1%D8%A7%D9%85%D9%BE'}, {'text': 'پنسیلوانیا', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D8%B3%DB%8C%D9%84%D9%88%D8%A7%D9%86%DB%8C%D8%A7'}]"
1403,4,29,حادثهٔ آپدیت معیوب کراوداسترایک برای ماکروسافت ویندوز و قطعی کامپیوتری در سراسر جهان,[]
1403,5,0,اعلام مقامات سیاسی ایران از جمله سید علی خامنه‌ای، مسعود پزشکیان، محمدباقر قالیباف مبنی بر انتقام و خونخواهی اسماعیل هنیه از اسرائیل,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'اسماعیل هنیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'سید علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'محمدباقر قالیباف', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D9%82%D8%A7%D9%84%DB%8C%D8%A8%D8%A7%D9%81'}, {'text': 'مسعود پزشکیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C%D8%A7%D9%86'}]"
1403,5,0,۱۶ مرداد ـ سقوط دولت بنگلادش در پی اعتراضات دانشجویی که در نهایت به یک جنبش ضد دولتی تبدیل شد که با فرار شیخ حسینه نخست‌وزیر این کشور به هند اتفاق افتاد.,"[{'text': 'هند', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%AF'}, {'text': '۱۶ مرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1%DB%B6_%D9%85%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۶ مرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D9%85%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1403,5,2,اندازی نیروهای انتظامی به آرزو بدری,[]
1403,5,6,آغاز بازی‌های المپیک تابستانی ۲۰۲۴ به میزبانی پاریس در فرانسه.,"[{'text': 'بازی\u200cهای المپیک تابستانی ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%BE%DB%8C%DA%A9_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_%DB%B2%DB%B0%DB%B2%DB%B4'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}, {'text': 'پاریس', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%DB%8C%D8%B3'}]"
1403,5,7,آغاز ریاست‌جمهوری مسعود پزشکیان.,"[{'text': 'مسعود پزشکیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C%D8%A7%D9%86'}]"
1403,5,7,مراسم تنفیذ چهاردهمین دوره ریاست جمهوری در بیت رهبری,"[{'text': 'بیت رهبری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%AA_%D8%B1%D9%87%D8%A8%D8%B1%DB%8C'}]"
1403,5,9,مراسم تحلیف چهاردهمین دوره ریاست جمهوری در مجلس شورای اسلامی و آغاز به کار دولت چهاردهم جمهوری اسلامی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دولت چهاردهم جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D9%87%D9%85_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1403,5,10,ترور اسماعیل هنیه رهبر سیاسی حماس در تهران.,"[{'text': 'اسماعیل هنیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87'}, {'text': 'ترور اسماعیل هنیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%D9%88%D8%B1_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87'}, {'text': 'حماس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%A7%D8%B3'}]"
1403,5,10,ترور و کشته شدن اسماعیل هنیه رهبر سیاسی حماس، در تهران توسط اسرائیل,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'اسماعیل هنیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87'}, {'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'حماس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%A7%D8%B3'}]"
1403,5,11,خواندن نماز میت بر پیکر اسماعیل هنیه توسط سید علی خامنه‌ای و تشییع او در تهران,"[{'text': 'اسماعیل هنیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87'}, {'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'سید علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}]"
1403,5,21,پایان بازی های بازی‌های المپیک تابستانی ۲۰۲۴ به میزبانی پاریس در فرانسه.,"[{'text': 'بازی\u200cهای المپیک تابستانی ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%BE%DB%8C%DA%A9_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_%DB%B2%DB%B0%DB%B2%DB%B4'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}, {'text': 'پاریس', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%DB%8C%D8%B3'}]"
