year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,link,link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports,type,details,details_english,era_persian,era_english,date_gregorian,date
1365,03,08,مجید سالک محمودی,,1986,05,29,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B3%D8%A7%D9%84%DA%A9%E2%80%8C%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Majid_Salek_Mahmoudi,Majid Salek Mahmoudi,,,,,,,death,قاتل سریالی,Serial killer,جمهوری اسلامی,Islamic Republic,"May 29, 1986","خرداد 08, 1365"
1365,03,19,ذبیح‌الله منصوری,,1986,06,09,https://fa.wikipedia.org/wiki/%D8%B0%D8%A8%DB%8C%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C,<No English page found>,Zabihullah Mansouri,,,,,,,death,مترجم,Translator,جمهوری اسلامی,Islamic Republic,"June 09, 1986","خرداد 19, 1365"
1365,03,22,ازدواج یاسمین پهلوی با رضا پهلوی,"[{'text': 'یاسمین پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%B3%D9%85%DB%8C%D9%86_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1986,06,12,https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%B3%D9%85%DB%8C%D9%86_%D9%BE%D9%87%D9%84%D9%88%DB%8C,https://en.wikipedia.org/wiki/Yasmine_Pahlavi,Yasmine Pahlavi,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"June 12, 1986","خرداد 22, 1365"
1365,04,08,قهرمانی آرژانتین در جام جهانی ۱۹۸۶,[],1986,06,29,,,Argentina Championship in the World Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"June 29, 1986","تیر 08, 1365"
1365,04,09,آغاز عملیات کربلای ۱,"[{'text': 'عملیات کربلای ۱', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1'}]",1986,06,30,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1,https://en.wikipedia.org/wiki/Battle_of_Mehran_(1986),Battle of Mehran (1986),,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"June 30, 1986","تیر 09, 1365"
1365,04,10,بازپس‌گیری شهر مهران توسط نیروهای ایرانی در جنگ ایران و عراق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'مهران', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%A7%D9%86'}]",1986,07,01,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 01, 1986","تیر 10, 1365"
1365,04,23,مهدی حمیدی شیرازی,,1986,07,14,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Mehdi_Hamidi_Shirazi,Mehdi Hamidi Shirazi,,,,,,,death,شاعر و ادیب,Poet and Adib,جمهوری اسلامی,Islamic Republic,"July 14, 1986","تیر 23, 1365"
1365,05,28,بیژن فاضلی,,1986,08,19,https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D9%81%D8%A7%D8%B6%D9%84%DB%8C,<No English page found>,Bijan Fazeli,,,,,,,death,فرزند رضا فاضلی,Reza Fazeli's son,جمهوری اسلامی,Islamic Republic,"August 19, 1986","مرداد 28, 1365"
1365,06,11,آغاز عملیات کربلای ۲,"[{'text': 'عملیات کربلای ۲', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B2'}]",1986,09,02,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B2,https://en.wikipedia.org/wiki/Operation_Karbala-2,Operation Karbala-2,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"September 02, 1986","شهریور 11, 1365"
1365,07,09,رقابت ۹ مهر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در بازی‌های آسیایی ۱۹۸۶,[],1986,10,01,,,Iran's national football team competition with South Korea national football team in the Asian Games,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"October 01, 1986","مهر 09, 1365"
1365,07,23,حادثه ۲۳ مهر فروند بوئینگ ۷۳۷,"[{'text': '۳ مهر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D9%85%D9%87%D8%B1'}]",1986,10,15,https://fa.wikipedia.org/wiki/%DB%B3_%D9%85%D9%87%D8%B1,<No English page found>,October 1st Boeing 2 incident,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"October 15, 1986","مهر 23, 1365"
1365,08,09,سلمان هراتی,,1986,10,31,https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D9%85%D8%A7%D9%86_%D9%87%D8%B1%D8%A7%D8%AA%DB%8C,<No English page found>,Salman Herat,,,,,,,death,شاعر,poet,جمهوری اسلامی,Islamic Republic,"October 31, 1986","آبان 09, 1365"
1365,08,11,حادثه ۱۱ آبان فروند هواپیمای سی ۱۳۰ نهاجا,"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}, {'text': '۱ آبان', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A2%D8%A8%D8%A7%D9%86'}]",1986,11,02,https://fa.wikipedia.org/wiki/%DB%B1_%D8%A2%D8%A8%D8%A7%D9%86,<No English page found>,November 5th incident,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"November 02, 1986","آبان 11, 1365"
1365,08,12,رسوایی ماجرای مک‌فارلین در ایران توسط مجله لبنانی الشراع,"[{'text': 'ماجرای مک\u200cفارلین', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C_%D9%85%DA%A9%E2%80%8C%D9%81%D8%A7%D8%B1%D9%84%DB%8C%D9%86'}]",1986,11,03,https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C_%D9%85%DA%A9%E2%80%8C%D9%81%D8%A7%D8%B1%D9%84%DB%8C%D9%86,https://en.wikipedia.org/wiki/Iran%E2%80%93Contra_affair,<No English name found>,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"November 03, 1986","آبان 12, 1365"
1365,08,18,کریم کشاورز,,1986,11,09,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2,<No English page found>,Karim Farmer,,,,,,,death,مترجم,Translator,جمهوری اسلامی,Islamic Republic,"November 09, 1986","آبان 18, 1365"
1365,08,22,کنگره ایالات متحده آمریکا دولت رونالد ریگان را متهم به نقض تحریم تسلیحاتی ایران کرد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رونالد ریگان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF_%D8%B1%DB%8C%DA%AF%D8%A7%D9%86'}, {'text': 'کنگره ایالات متحده آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%86%DA%AF%D8%B1%D9%87_%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}]",1986,11,13,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%AF_%D8%B1%DB%8C%DA%AF%D8%A7%D9%86,https://en.wikipedia.org/wiki/Ronald_Reagan,Ronald Reagan,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"November 13, 1986","آبان 22, 1365"
1365,08,27,منوچهر بزرگمهر,,1986,11,18,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A8%D8%B2%D8%B1%DA%AF%D9%85%D9%87%D8%B1,<No English page found>,Manouchehr Bozorgmehr,,,,,,,death,حقوقدان,Lawyer,جمهوری اسلامی,Islamic Republic,"November 18, 1986","آبان 27, 1365"
1365,08,28,محمدتقی مدرس رضوی,,1986,11,19,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AF%D8%B1%D8%B3_%D8%B1%D8%B6%D9%88%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Taghi_Modarres_Razavi,Mohammad Taghi Modarres Razavi,,,,,,,death,از آموزگاران دانشگاه تهران,One of the teachers of the University of Tehran,جمهوری اسلامی,Islamic Republic,"November 19, 1986","آبان 28, 1365"
1365,09,04,بمباران اندیمشک,"[{'text': 'بمباران اندیمشک', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D9%85%D8%B4%DA%A9'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1986,11,25,https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D9%85%D8%B4%DA%A9,<No English page found>,Andimeshk bombing,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"November 25, 1986","آذر 04, 1365"
1365,09,11,سیل دشتی,[],1986,12,02,,,Plain Flood,,,1.0,,,,event,,,جمهوری اسلامی,Islamic Republic,"December 02, 1986","آذر 11, 1365"
1365,10,02,بمباران مدرسهٔ سجادیه در کرمانشاه با بمب‌های خوشه‌ای و کشته و مجروح شدن تعداد زیادی از دانش آموزان ابتدایی و مردم غیرنظامی شهرک سجادیه کرمانشاه.,"[{'text': 'کرمانشاه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%85%D8%A7%D9%86%D8%B4%D8%A7%D9%87'}]",1986,12,23,,,Bombardment of Sajjadiyah School in Kermanshah with clustered bombs and killed and wounded by many elementary students and civilian people in Sajadieh Kermanshah.,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"December 23, 1986","دی 02, 1365"
1365,10,03,آغاز عملیات کربلای ۴,"[{'text': 'عملیات کربلای ۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B4'}]",1986,12,24,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B4,https://en.wikipedia.org/wiki/Operation_Karbala-4,Operation Karbala-4,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"December 24, 1986","دی 03, 1365"
1365,10,19,شروع عملیات نظامی کربلای ۵ در جنگ ایران و عراق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'کربلای ۵', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B5'}]",1987,01,09,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 09, 1987","دی 19, 1365"
1365,10,20,حمله موشکی عراق به دو مدرسه پسرانه در بروجرد,[],1987,01,10,,,Iraqi missile attack on two boys' schools in Boroujerd,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 10, 1987","دی 20, 1365"
1365,10,20,بمباران دو مدرسهٔ پسرانه در بروجرد (در استان لرستان) توسط عراق که منجر به کشته شدن ۶۰ دانش‌آموز شد.,"[{'text': 'استان لرستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D9%84%D8%B1%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'بروجرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",1987,01,10,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D9%84%D8%B1%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/Lorestan_province,Lorestan province,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 10, 1987","دی 20, 1365"
1365,10,24,عملیات کربلای ۶,"[{'text': 'عملیات کربلای ۶', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B6'}]",1987,01,14,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B6,https://en.wikipedia.org/wiki/Operation_Karbala-6,Operation Karbala-6,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 14, 1987","دی 24, 1365"
1365,10,28,اسماعیل دقایقی,,1987,01,18,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%AF%D9%82%D8%A7%DB%8C%D9%82%DB%8C,https://en.wikipedia.org/wiki/Esmail_Daghayeghi,Esmail Daghayeghi,,,,,,,death,از فرماندهان سپاه پاسداران انقلاب اسلامی,One of the commanders of the Islamic Revolutionary Guard Corps,جمهوری اسلامی,Islamic Republic,"January 18, 1987","دی 28, 1365"
1365,11,07,مرتضی جاویدی,,1987,01,27,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%AC%D8%A7%D9%88%DB%8C%D8%AF%DB%8C,<No English page found>,Morteza Javidi,,,,,,,death,از فرماندهان سپاه پاسداران انقلاب اسلامی,One of the commanders of the Islamic Revolutionary Guard Corps,جمهوری اسلامی,Islamic Republic,"January 27, 1987","بهمن 07, 1365"
1365,11,12,بمباران دو مدرسهٔ دخترانه در میانه (در استانبایجان شرقی) توسط عراق که منجر به کشته شدن ۳۳ دانش‌آموز و یک خدمتگزار مدرسه شد.,"[{'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",1987,02,01,,,"The bombing of two girls' schools in the middle (East Istanbaijan) by Iraq, which killed four students and a school servant.",,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 01, 1987","بهمن 12, 1365"
1365,11,18,سید محسن صفوی,,1987,02,07,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86_%D8%B5%D9%81%D9%88%DB%8C,<No English page found>,Seyed Mohsen Safavi,,,,,,,death,فرمانده,Commander,جمهوری اسلامی,Islamic Republic,"February 07, 1987","بهمن 18, 1365"
1365,11,27,تغییر رسمی نام باشگاه فرهنگی ورزشی پرسپولیس به باشگاه پیروزی,"[{'text': 'باشگاه فرهنگی ورزشی پرسپولیس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C_%D9%88%D8%B1%D8%B2%D8%B4%DB%8C_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1987,02,16,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C_%D9%88%D8%B1%D8%B2%D8%B4%DB%8C_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3,https://en.wikipedia.org/wiki/Persepolis_Athletic_and_Cultural_Club,Persepolis Athletic and Cultural Club,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 16, 1987","بهمن 27, 1365"
1365,12,08,حسین خرازی,,1987,02,27,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%AE%D8%B1%D8%A7%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Husayn_Kharrazi,Husayn Kharrazi,,,,,,,death,نظامی، پاسدار و از فرماندهان جنگ ایران و عراق (زاده ۱۳۳۶),"Military, Guardian and Commanders of the Iran -Iraq War (born 2)",جمهوری اسلامی,Islamic Republic,"February 27, 1987","اسفند 08, 1365"
1365,12,10,امیر حاج امینی,,1987,03,01,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%AD%D8%A7%D8%AC_%D8%A7%D9%85%DB%8C%D9%86%DB%8C,<No English page found>,Amir Haji Amini,,,,,,,death,بی‌سیم‌چی گردان نصر لشکر ۲۷ محمد رسول‌الله,Wireless Battalion of Nasr Lashkar -Mohammad Rasoolullah,جمهوری اسلامی,Islamic Republic,"March 01, 1987","اسفند 10, 1365"
1366,01,05,عبدالله دهش,,1987,03,25,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D9%87%D8%B4,<No English page found>,Abdullah Dehsh,,,,,,,death,شاعر و نویسنده,Poet and writer,جمهوری اسلامی,Islamic Republic,"March 25, 1987","فروردین 05, 1366"
1366,01,18,جنگ ایران و عراق: آغاز عملیات کربلای ۸ در شرق بصره,"[{'text': 'بصره', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B5%D8%B1%D9%87'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'عملیات کربلای ۸', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B8'}]",1987,04,07,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 07, 1987","فروردین 18, 1366"
1366,01,20,عملیات کربلای ۹,"[{'text': 'عملیات کربلای ۹', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B9'}]",1987,04,09,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B9,https://en.wikipedia.org/wiki/Operation_Karbala-9,Operation Karbala-9,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 09, 1987","فروردین 20, 1366"
1366,01,24,غلامحسین بیگجه‌خانی,,1987,04,13,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%DB%8C%DA%AF%D8%AC%D9%87%E2%80%8C%D8%AE%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Qolamhossein_Bigjekhani,Qolamhossein Bigjekhani,,,,,,,death,,,جمهوری اسلامی,Islamic Republic,"April 13, 1987","فروردین 24, 1366"
1366,01,25,آغاز عملیات کربلای ۱۰,"[{'text': 'عملیات کربلای ۱۰', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1%DB%B0'}]",1987,04,14,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1%DB%B0,https://en.wikipedia.org/wiki/Operation_Karbala_10,Operation Karbala 10,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 14, 1987","فروردین 25, 1366"
1366,01,31,محمدتقی شریعتی,,1987,04,20,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C,<No English page found>,Mohammad Taghi Shariati,,,,,,,death,پدر علی شریعتی,Ali Shariati's father,جمهوری اسلامی,Islamic Republic,"April 20, 1987","فروردین 31, 1366"
1366,02,02,محمود محمودی خوانساری,,1987,04,22,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C,<No English page found>,Mahmoud Mahmoudi Khansari,,,,,,,death,خواننده,Reader,جمهوری اسلامی,Islamic Republic,"April 22, 1987","اردیبهشت 02, 1366"
1366,02,28,حسین فردوست,,1987,05,18,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D8%B1%D8%AF%D9%88%D8%B3%D8%AA,https://en.wikipedia.org/wiki/Hossein_Fardoust,Hossein Fardoust,,,,,,,death,نظامی,Military,جمهوری اسلامی,Islamic Republic,"May 18, 1987","اردیبهشت 28, 1366"
1366,03,11,حزب جمهوری اسلامی بر اثر اختلاف‌های داخلی اش منحل گردید.,"[{'text': 'حزب جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1987,06,01,https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Republican_Party,Islamic Republican Party,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"June 01, 1987","خرداد 11, 1366"
1366,03,12,انحلال حزب جمهوری اسلامی به دلیل بروز اختلاف در مورد مشی اقتصادی,[],1987,06,02,,,The dissolution of the Islamic Republic Party due to a dispute over economic policy,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"June 02, 1987","خرداد 12, 1366"
1366,03,12,فاطمه پهلوی,,1987,06,02,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B7%D9%85%D9%87_%D9%BE%D9%87%D9%84%D9%88%DB%8C,https://en.wikipedia.org/wiki/Fatemeh_Pahlavi,Fatemeh Pahlavi,,,,,,,death,فرزند رضاشاه,Reza Shah's son,جمهوری اسلامی,Islamic Republic,"June 02, 1987","خرداد 12, 1366"
1366,04,07,بمباران شیمیایی سردشت,"[{'text': 'بمباران شیمیایی سردشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D8%B3%D8%B1%D8%AF%D8%B4%D8%AA'}]",1987,06,28,https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D8%B3%D8%B1%D8%AF%D8%B4%D8%AA,https://en.wikipedia.org/wiki/Chemical_bombing_of_Sardasht,Chemical bombing of Sardasht,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"June 28, 1987","تیر 07, 1366"
1366,04,28,جنگ ایران و عراق: آغاز عملیات فتح ۸,"[{'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'عملیات فتح ۸', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%81%D8%AA%D8%AD_%DB%B8'}]",1987,07,19,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 19, 1987","تیر 28, 1366"
