year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english
1380,2,7,ژوزف واعظیان,تهیه‌کننده، نویسنده و کارگردان تئاتر و سینما (زادهٔ ۱۲۹۷),"[{'text': 'ژوزف واعظیان', 'url': 'https://fa.wikipedia.org/wiki/%DA%98%D9%88%D8%B2%D9%81_%D9%88%D8%A7%D8%B9%D8%B8%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%DA%98%D9%88%D8%B2%D9%81_%D9%88%D8%A7%D8%B9%D8%B8%DB%8C%D8%A7%D9%86,2001,4,27,https://en.wikipedia.org/wiki/Joseph_Vaezian,Joseph Vaezian
1380,2,27,اترک طیار,سیاستمدار (زاده ۱۳۳۴),"[{'text': 'اترک طیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AA%D8%B1%DA%A9_%D8%B7%DB%8C%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AA%D8%B1%DA%A9_%D8%B7%DB%8C%D8%A7%D8%B1,2001,5,17,<No English page found>,Atrak Large
1380,3,14,صادق احسانبخش,امام جمعه رشت (زاده ۱۳۰۹),"[{'text': 'صادق احسانبخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%A7%D8%AD%D8%B3%D8%A7%D9%86%D8%A8%D8%AE%D8%B4'}]",https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%A7%D8%AD%D8%B3%D8%A7%D9%86%D8%A8%D8%AE%D8%B4,2001,6,4,<No English page found>,Sadegh Ehsanbakhsh
1380,3,20,لیلا پهلوی,شاهدخت و پنجمین فرزند محمدرضا پهلوی (زادهٔ ۱۳۴۹),"[{'text': 'لیلا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C,2001,6,10,https://en.wikipedia.org/wiki/Leila_Pahlavi,Leila Pahlavi
1380,4,28,منصور والامقام,بازیگر و دوبلور (زاده ۱۳۱۵),"[{'text': 'منصور والامقام', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D9%88%D8%A7%D9%84%D8%A7%D9%85%D9%82%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D9%88%D8%A7%D9%84%D8%A7%D9%85%D9%82%D8%A7%D9%85,2001,7,19,<No English page found>,Mansour Valamqam
1380,4,30,جعفر پورهاشمی,آهنگساز، نوازننده و خواننده (زاده ۱۳۰۵),"[{'text': 'جعفر پورهاشمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D9%88%D8%B1%D9%87%D8%A7%D8%B4%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D9%88%D8%B1%D9%87%D8%A7%D8%B4%D9%85%DB%8C,2001,7,21,<No English page found>,Ja'far Pour Hashimi
1380,5,1,جعفر شعار,قرآن پژوه (زاده ۱۳۰۴),"[{'text': 'جعفر شعار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%B4%D8%B9%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%B4%D8%B9%D8%A7%D8%B1,2001,7,23,<No English page found>,Ja'far slogan
1380,5,9,جعفر بدیعی,روزنامه‌نگار ایرانی و از بنیان‌گذاران مجله کیهان بچه‌ها (زاده ۱۲۹۴),"[{'text': 'جعفر بدیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%A8%D8%AF%DB%8C%D8%B9%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%A8%D8%AF%DB%8C%D8%B9%DB%8C,2001,7,31,<No English page found>,Ja'far Badie
1380,5,11,غلامرضا دادبه,ایرانشناس و موسیقی دان (زاده ۱۲۹۹),"[{'text': 'غلامرضا دادبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D8%AF%D8%A8%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D8%AF%D8%A8%D9%87,2001,8,2,<No English page found>,Gholamreza Dadbeh
1380,5,19,علی‌اصغر عسگریان,کارگردان (زاده ۱۳۲۸),"[{'text': 'علی\u200cاصغر عسگریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%B9%D8%B3%DA%AF%D8%B1%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%B9%D8%B3%DA%AF%D8%B1%DB%8C%D8%A7%D9%86,2001,8,10,<No English page found>,Ali Asghar Asgarian
1380,5,26,علی موحدی ساوجی,سیاستمدار (زاده ۱۳۲۲),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی موحدی ساوجی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%85%D9%88%D8%AD%D8%AF%DB%8C_%D8%B3%D8%A7%D9%88%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%85%D9%88%D8%AD%D8%AF%DB%8C_%D8%B3%D8%A7%D9%88%D8%AC%DB%8C,2001,8,17,<No English page found>,Ali Movahedi Savoji
1380,6,9,اسماعیل صالحی مازندرانی,از مراجعه تقلید شیعه (زاده ۱۳۱۲),"[{'text': 'اسماعیل صالحی مازندرانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B5%D8%A7%D9%84%D8%AD%DB%8C_%D9%85%D8%A7%D8%B2%D9%86%D8%AF%D8%B1%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B5%D8%A7%D9%84%D8%AD%DB%8C_%D9%85%D8%A7%D8%B2%D9%86%D8%AF%D8%B1%D8%A7%D9%86%DB%8C,2001,8,31,<No English page found>,Ismail Salehi Mazandarani
1380,6,11,شاپور بخشایی,بازیگر (زاده ۱۳۱۳),"[{'text': 'شاپور بخشایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%B4%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%B4%D8%A7%DB%8C%DB%8C,2001,9,2,<No English page found>,Shapur Bakhshi
1380,6,18,احمد شاه مسعود,رهبر تاجیکان افغانستان (زادهٔ ۱۳۳۲),"[{'text': 'احمد شاه مسعود', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B4%D8%A7%D9%87_%D9%85%D8%B3%D8%B9%D9%88%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B4%D8%A7%D9%87_%D9%85%D8%B3%D8%B9%D9%88%D8%AF,2001,9,9,https://en.wikipedia.org/wiki/Ahmad_Shah_Massoud,Ahmad Shah Massoud
1380,6,23,لیلی قراگوزلو,پرورش دهنده اسب (زاده ۱۳۰۶),"[{'text': 'لیلی قراگوزلو', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%DB%8C_%D9%82%D8%B1%D8%A7%DA%AF%D9%88%D8%B2%D9%84%D9%88'}]",https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%DB%8C_%D9%82%D8%B1%D8%A7%DA%AF%D9%88%D8%B2%D9%84%D9%88,2001,9,14,<No English page found>,Lily Garaguzloo
1380,7,11,جواد مناقبی,فقیه و استاد فلسفه (زاده ۱۳۱۰),"[{'text': 'جواد مناقبی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%85%D9%86%D8%A7%D9%82%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%85%D9%86%D8%A7%D9%82%D8%A8%DB%8C,2001,10,3,<No English page found>,Javad Managhi
1380,7,30,ساموئل خاچیکیان,کارگردان، تدوینگر و آهنگساز ایرانی ارمنی تبار (زاده ۱۳۰۲),"[{'text': 'ساموئل خاچیکیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%85%D9%88%D8%A6%D9%84_%D8%AE%D8%A7%DA%86%DB%8C%DA%A9%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%85%D9%88%D8%A6%D9%84_%D8%AE%D8%A7%DA%86%DB%8C%DA%A9%DB%8C%D8%A7%D9%86,2001,10,22,https://en.wikipedia.org/wiki/Samuel_Khachikian,Samuel Khachikian
1380,8,3,ثریا اسفندیاری,ملکه ایران و دومین همسر محمدرضا پهلوی (زادهٔ ۱۳۱۱),"[{'text': 'ثریا اسفندیاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AB%D8%B1%DB%8C%D8%A7_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AB%D8%B1%DB%8C%D8%A7_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C,2001,10,25,https://en.wikipedia.org/wiki/Soraya_Esfandiary-Bakhtiary,Soraya Esfandiary-Bakhtiary
1380,9,6,فریدون ری‌پور,فیلمبردار (زاده ۱۳۱۷),"[{'text': 'فریدون ری\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%B1%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%B1%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1,2001,11,27,<No English page found>,Fereydoon Rippur
1380,9,27,سید محمد حسینی شیرازی,مرجع تقلید شیعه و برادر سید صادق حسینی شیرازی (زاده ۱۳۰۷),"[{'text': 'سید محمد حسینی شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,2001,12,18,https://en.wikipedia.org/wiki/Mohammad_al-Shirazi,Mohammad al-Shirazi
1380,9,29,فریدریش لانکامرر,صحاف ایرانی آلمانی تبار (زاده ۱۳۰۲),"[{'text': 'فریدریش لانکامرر', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D8%B1%DB%8C%D8%B4_%D9%84%D8%A7%D9%86%DA%A9%D8%A7%D9%85%D8%B1%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D8%B1%DB%8C%D8%B4_%D9%84%D8%A7%D9%86%DA%A9%D8%A7%D9%85%D8%B1%D8%B1,2001,12,20,<No English page found>,Friedrich Lancamer
1380,11,16,عباس اکرامی,مربی فوتبال، بنیان‌گذار مکتب شاهین و پدر باشگاه‌داری نوین ایران (زاده ۱۲۹۴),"[{'text': 'عباس اکرامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%DA%A9%D8%B1%D8%A7%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%DA%A9%D8%B1%D8%A7%D9%85%DB%8C,2002,2,5,https://en.wikipedia.org/wiki/Abbas_Ekrami,Abbas Ekrami
1380,12,18,محمد پذیرایی,کشتی گیر فرنگی کار (زاده ۱۳۰۸),"[{'text': 'محمد پذیرایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%D8%B0%DB%8C%D8%B1%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%D8%B0%DB%8C%D8%B1%D8%A7%DB%8C%DB%8C,2002,3,9,https://en.wikipedia.org/wiki/Mohammad_Paziraei,Mohammad Paziraei
1383,1,14,محمدحسن ابراهیمی,امام جمعه گویان (زاده ۱۳۴۶),"[{'text': 'محمدحسن ابراهیمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C,2004,4,2,<No English page found>,Mohammad Hassan Ebrahimi
1383,1,19,علاءالدین پازارگادی,نویسنده و مترجم (زاده ۱۲۹۲),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علاءالدین پازارگادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%BE%D8%A7%D8%B2%D8%A7%D8%B1%DA%AF%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%BE%D8%A7%D8%B2%D8%A7%D8%B1%DA%AF%D8%A7%D8%AF%DB%8C,2004,4,7,<No English page found>,Aladdin Pazargadi
1383,2,2,سیاوش زندگانی,آهنگساز (زاده ۱۳۲۱),"[{'text': 'سیاوش زندگانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%88%D8%B4_%D8%B2%D9%86%D8%AF%DA%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D9%88%D8%B4_%D8%B2%D9%86%D8%AF%DA%AF%D8%A7%D9%86%DB%8C,2004,4,21,<No English page found>,Siavash Zandgani
1383,2,15,احمد میرفندرسکی,سیاست‌مدار (زادهٔ ۱۲۹۷),"[{'text': 'احمد میرفندرسکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D9%81%D9%86%D8%AF%D8%B1%D8%B3%DA%A9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D9%81%D9%86%D8%AF%D8%B1%D8%B3%DA%A9%DB%8C,2004,5,4,https://en.wikipedia.org/wiki/Ahmad_Mirfendereski,Ahmad Mirfendereski
1383,2,16,حسین منزوی,شاعر (زادهٔ ۱۳۲۵),"[{'text': 'حسین منزوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%D9%86%D8%B2%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%D9%86%D8%B2%D9%88%DB%8C,2004,5,5,https://en.wikipedia.org/wiki/Hossein_Monzavi,Hossein Monzavi
1383,3,13,شاپور جفرودی,شاعر ترانه جان مریم (زاده ۱۳۰۷),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شاپور جفرودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%AC%D9%81%D8%B1%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%AC%D9%81%D8%B1%D9%88%D8%AF%DB%8C,2004,6,2,<No English page found>,Shapur Jafroudi
1383,3,31,محمد مهریار (باستان‌شناس),باستانشناس، معمار و مرمتگر (زاده ۱۳۱۸),"[{'text': 'محمد مهریار (باستان\u200cشناس)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%87%D8%B1%DB%8C%D8%A7%D8%B1_(%D8%A8%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3)'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%87%D8%B1%DB%8C%D8%A7%D8%B1_(%D8%A8%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3),2004,6,20,<No English page found>,Mohammad Mehriar (archaeologist)
1383,3,31,محمدرضا سرهنگی,فیلمنامه‌نویس و تهیه‌کننده (زاده ۱۳۳۴),"[{'text': 'محمدرضا سرهنگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D9%87%D9%86%DA%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D9%87%D9%86%DA%AF%DB%8C,2004,6,20,<No English page found>,Mohammad Reza Colonel
1383,4,8,محمد رنجبر,بازیکن فوتبال (زاده ۱۳۱۳),"[{'text': 'محمد رنجبر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B1%D9%86%D8%AC%D8%A8%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B1%D9%86%D8%AC%D8%A8%D8%B1,2004,6,28,https://en.wikipedia.org/wiki/Mohammad_Ranjbar,Mohammad Ranjbar
1383,6,11,دلکش,خواننده (زادهٔ ۱۳۰۳),"[{'text': 'دلکش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%84%DA%A9%D8%B4'}]",https://fa.wikipedia.org/wiki/%D8%AF%D9%84%DA%A9%D8%B4,2004,9,1,https://en.wikipedia.org/wiki/Delkash,Delkash
1383,6,21,ایوب حسین‌نژادی,خلبان (زاده ۱۳۳۲),"[{'text': 'ایوب حسین\u200cنژادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%88%D8%A8_%D8%AD%D8%B3%DB%8C%D9%86%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%88%D8%A8_%D8%AD%D8%B3%DB%8C%D9%86%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF%DB%8C,2004,9,11,<No English page found>,Ayoub Hossein Nejadi
1383,6,24,حسین لرزاده,معمار و مجری ساخت آرامگاه فردوسی (زاده ۱۲۸۵),"[{'text': 'حسین لرزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%84%D8%B1%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%84%D8%B1%D8%B2%D8%A7%D8%AF%D9%87,2004,9,14,https://en.wikipedia.org/wiki/Hosein_Lorzade,Hosein Lorzade
1383,6,28,غلامعلی عبیدی,بنیان‌گذار لابراتوار داروسازی دکتر عبیدی و پدر صنعت داروسازی ایران (زاده ۱۲۹۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'غلامعلی عبیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%B9%D8%A8%DB%8C%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%B9%D8%A8%DB%8C%D8%AF%DB%8C,2004,9,18,<No English page found>,Gholam Ali Obaidi
1383,7,14,حسنعلی مروارید,فقیه و عالم (زاده ۱۲۹۰),"[{'text': 'حسنعلی مروارید', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86%D8%B9%D9%84%DB%8C_%D9%85%D8%B1%D9%88%D8%A7%D8%B1%DB%8C%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86%D8%B9%D9%84%DB%8C_%D9%85%D8%B1%D9%88%D8%A7%D8%B1%DB%8C%D8%AF,2004,10,5,https://en.wikipedia.org/wiki/Hasanali_Morvarid,Hasanali Morvarid
1383,7,18,عبدالحسین نوایی,نویسنده و تاریخ‌نگار (زاده ۱۳۰۲),"[{'text': 'عبدالحسین نوایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D9%88%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D9%88%D8%A7%DB%8C%DB%8C,2004,10,9,<No English page found>,Abdolhossein Nawaii
1383,7,22,محمد عبایی خراسانی,از فعالان نهضت اسلامی ایران، نماینده دور اول مجلس خبرگان رهبری و از شاگردان سید روح‌الله خمینی (زاده ۱۳۱۸),"[{'text': 'محمد عبایی خراسانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%A7%DB%8C%DB%8C_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%A7%DB%8C%DB%8C_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C,2004,10,13,https://en.wikipedia.org/wiki/Mohammad_Va%27ez_Abaee-Khorasani,<No English name found>
1383,8,1,جهانگیر اوشیدری,موبد موبدان زرتشتیان (زاده ۱۲۹۹),"[{'text': 'جهانگیر اوشیدری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%A7%D9%88%D8%B4%DB%8C%D8%AF%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%A7%D9%88%D8%B4%DB%8C%D8%AF%D8%B1%DB%8C,2004,10,22,https://en.wikipedia.org/wiki/Jahangir_Oshidri,Jahangir Oshidri
1383,8,14,شرف‌الدین خراسانی,فیلسوف، مترجم و شاعر (زاده ۱۳۰۶),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شرف\u200cالدین خراسانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%D9%81%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%D9%81%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C,2004,11,4,<No English page found>,Sharafuddin Khorasani
1383,9,15,محمود علیقلی,خواننده و مجری رادیو و تلویزیون (زاده ۱۳۳۳),"[{'text': 'محمود علیقلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D9%84%DB%8C%D9%82%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D9%84%DB%8C%D9%82%D9%84%DB%8C,2004,12,5,<No English page found>,Mahmoud Aligholi
1383,9,23,غلامحسین غریب,شاعر، نویسنده و موسیقی دان ایرانی. (زاده ۱۳۰۲),"[{'text': 'غلامحسین غریب', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D9%82%D8%B1%DB%8C%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D9%82%D8%B1%DB%8C%D8%A8,2004,12,13,<No English page found>,Gholamhossein strange
1383,9,23,مجتبی کاشانی,شاعر و نویسنده (زاده ۱۳۲۷),"[{'text': 'مجتبی کاشانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,2004,12,13,<No English page found>,Mojtaba Kashani
1383,9,30,رضا نقشینه,دامپزشک (زاده ۱۳۱۳),"[{'text': 'رضا نقشینه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D9%82%D8%B4%DB%8C%D9%86%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D9%82%D8%B4%DB%8C%D9%86%D9%87,2004,12,20,<No English page found>,Reza Naghshineh
1383,10,11,مسعود حجازی,حقوقدان (زاده ۱۳۰۸),"[{'text': 'مسعود حجازی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C,2004,12,31,<No English page found>,Massoud Hejazi
